source_book,recommended_book,rank,title,author,genre
B0097,B0137,3,Deadly Game Mind,m. v. venkatram,thriller
B0097,B0068,4,The Art of Rain,m. v. venkatram,self help
B0097,B0070,5,Habits of Blood,m. v. venkatram,self-help
B0097,B0261,6,The Missing Silence,sandilyan,mystery
B0097,B0219,7,Clues to Mind,subha,mystery
B0097,BOK_178,8,The Madurai Murders (Vol. 2),sujatha rangarajan,mystery
B0097,BOK_166,9,The Madurai Murders (Vol. 1),james clear,mystery
B0097,BOK_189,10,The Mystery of Royapuram (Vol. 2),jeyamohan,mystery
B0098,B0020,1,The Enchanted Rain,paulo coelho,fantasy
B0098,B0116,2,AI Revolution Path,paulo coelho,technology
B0098,B0081,3,Start with Why Moon,amish tripathi,business
B0098,B0171,4,Start with Why Light,arundhati roy,business
B0098,B0235,5,Good to Great Storm,amish tripathi,business
B0098,B0163,6,Zero to One Way,amish tripathi,business
B0098,B0204,7,Start with Why Light,agatha christie,business
B0098,B0231,8,Scale Up Fire,malcolm gladwell,business
B0098,BOK_035,9,Scale Up,stephen king,business
B0098,BOK_079,10,Frugal Innovation,arundhati roy,business
B0099,B0123,1,Clues to Light,paul zacharia,0
B0099,B0185,2,The Tech Path,paul zacharia,technology
B0099,B0031,3,Scale Up Voice,paul zacharia,business
B0099,BOK_127,4,The Golden Empire,ruskin bond,fantasy
B0099,BOK_009,5,The Cursed Amulet,j.k. rowling,fantasy
B0099,BOK_177,6,The Cursed Amulet (Vol. 2),madhavan,fantasy
B0099,BOK_097,7,Swords of the Deccan,ken follett,fantasy
B0099,B0210,8,The Enchanted Mind,r. k. narayan,fantasy
B0099,B0238,9,Realm of Silence,kamala das,fantasy
B0099,BOK_120,10,Swords of the Deccan (Vol. 2),r.k. narayan,fantasy
B0100,B0055,1,Whispers of Blood,unknown author,romance
B0100,BOK_269,2,"Love, Chai, and Everything Nice (Vol. 3)",unknown author,romance
B0100,BOK_194,3,Autumn Leaves (Vol. 1),unknown author,romance
B0100,B0033,4,The Wizard Wind,unknown author,fantasy
B0100,BOK_297,5,The Last Letter (Vol. 6),unknown author,fiction
B0100,BOK_031,6,Blackout,unknown author,thriller
B0100,B0039,7,Hidden Truth Mind,unknown author,thriller
B0100,BOK_211,8,The Chennai Syndicate (Vol. 4),unknown author,thriller
B0100,B0138,9,Echoes from Way,unknown author,fiction
B0100,B0003,10,Shadows in Wind,unknown author,mystery
B0101,B0188,1,Dreams of World,t. janakiraman,fiction
B0101,B0080,2,Dreams of Light,t. janakiraman,fiction
B0101,B0073,3,The Silent Storm,t. janakiraman,thriller
B0101,B0263,4,Heart of Silence,t. janakiraman,romance
B0101,B0192,5,Data and Voice,t. janakiraman,technology
B0101,B0209,6,Beyond the Fire,sandilyan,fiction
B0101,B0016,7,Beyond the Mountain,jayakanthan,fiction
B0101,B0279,8,The Last Secret,jayakanthan,fiction
B0101,BOK_087,9,The Last Letter (Vol. 3),jeyamohan,fiction
B0101,B0283,10,The Lost Rain,m. v. venkatram,fiction
B0102,B0157,1,Shadows in World,pattukkottai prabhakar,mystery
B0102,B0265,2,Clues to Soul,pattukkottai prabhakar,mystery
B0102,B0273,3,The Secret of Moon,pattukkottai prabhakar,mystery
B0102,B0296,4,Data and Voice,pattukkottai prabhakar,technology
B0102,B0121,5,Hidden Truth Light,pattukkottai prabhakar,thriller
B0102,B0249,6,Love in Mountain,pattukkottai prabhakar,romance
B0102,B0014,7,The Wizard Rain,pattukkottai prabhakar,fantasy
B0102,BOK_189,8,The Mystery of Royapuram (Vol. 2),jeyamohan,mystery
B0102,B0003,9,Shadows in Wind,unknown author,mystery
B0102,BOK_215,10,The Bangalore Alibi,anita desai,mystery
B0103,B0041,1,The Last Silence,yuval noah harari,fiction
B0103,B0255,2,Love in Dreams,yuval noah harari,romance
B0103,B0025,3,The Great Truth,yuval noah harari,history
B0103,BOK_028,4,The Chennai Syndicate,yuval noah harari,thriller
B0103,BOK_163,5,Life in a Metro (Vol. 3),yuval noah harari,fiction
B0103,BOK_080,6,Realm of the Gods (Vol. 1),yuval noah harari,fantasy
B0103,BOK_060,7,A Suitable Match,yuval noah harari,fiction
B0103,BOK_254,8,The Ghost of Shimla (Vol. 1),yuval noah harari,mystery
B0103,BOK_004,9,The Chronicles of Vikramaditya,yuval noah harari,fantasy
B0103,BOK_114,10,The Safe House (Vol. 1),yuval noah harari,thriller
B0104,B0109,1,Beyond the Path,munshi premchand,fiction
B0104,B0069,2,The Power of Fire,munshi premchand,self help
B0104,B0058,3,Mindset for Blood,munshi premchand,self help
B0104,BOK_192,4,Monsoon Dreams (Vol. 4),r.k. narayan,fiction
B0104,BOK_272,5,Shadows of the Past (Vol. 4),r.k. narayan,fiction
B0104,B0004,6,Shadows of Story,yashpal,fiction
B0104,B0077,7,The Last Gold,yashpal,fiction
B0104,B0051,8,The Tech Wind,yashpal,technology
B0104,B0085,9,The Innovator Path,yashpal,business
B0104,B0166,10,Think and Storm,yashpal,self help
B0105,B0018,1,The Wizard Night,girish karnad,fantasy
B0105,B0202,2,Unsolved Way,girish karnad,mystery
B0105,B0114,3,The Lean Night,girish karnad,business
B0105,B0010,4,The Conspiracy Wind,girish karnad,thriller
B0105,B0006,5,The Promise Dreams,girish karnad,romance
B0105,BOK_119,6,Swords of the Deccan (Vol. 1),j.k. rowling,fantasy
B0105,BOK_203,7,Shadow of the Yeti (Vol. 2),agatha christie,fantasy
B0105,BOK_144,8,The Dragon of Sahyadri (Vol. 1),r.k. narayan,fantasy
B0105,BOK_236,9,Elixir of Life,sudha murty,fantasy
B0105,B0210,10,The Enchanted Mind,r. k. narayan,fantasy
B0106,B0094,1,The Life of Mystery,o. v. vijayan,biography
B0106,B0032,2,Deadly Game Sun,o. v. vijayan,thriller
B0106,B0054,3,Unsolved Dreams,o. v. vijayan,mystery
B0106,B0009,4,Dark Secrets Night,o. v. vijayan,thriller
B0106,B0083,5,The Missing Way,o. v. vijayan,mystery
B0106,B0139,6,The Tech Voice,o. v. vijayan,technology
B0106,B0269,7,The Making of Truth,jayakanthan,biography
B0106,B0257,8,A Life in Mountain,vivek,biography
B0106,BOK_186,9,The Legend of Ramanujan (Vol. 1),amish tripathi,biography
B0106,B0201,10,The Life of Fire,amish tripathi,biography
B0107,B0090,1,The Last Mind,kalki krishnamurthy,0
B0107,BOK_003,2,The Inheritance of Loss,kalki r. krishnamurthy,fiction
B0107,BOK_012,3,The Inheritance of Loss (Vol. 2),kalki r. krishnamurthy,fiction
B0107,B0267,4,Hidden Truth Moon,kalki krishnamurthy,thriller
B0107,BOK_164,5,The Last Alibi,kalki r. krishnamurthy,thriller
B0107,BOK_212,6,The Assassin's Mark (Vol. 4),kalki r. krishnamurthy,thriller
B0107,B0153,7,Think and World,kalki krishnamurthy,self-help
B0107,B0027,8,The Great Wind,kalki krishnamurthy,history
B0107,BOK_223,9,The Train to Malgudi (Vol. 2),kalki r. krishnamurthy,fiction
B0107,BOK_084,10,Double Cross,kalki r. krishnamurthy,thriller
B0108,B0268,1,The Missing Path,s. l. bhyrappa,mystery
B0108,B0222,2,Becoming River,s. l. bhyrappa,biography
B0108,B0252,3,Future of Dreams,s. l. bhyrappa,technology
B0108,B0044,4,The Power of Storm,s. l. bhyrappa,self help
B0108,BOK_125,5,The Assassin's Mark (Vol. 1),sandilyan,thriller
B0108,BOK_068,6,The Chennai Syndicate (Vol. 2),sujatha rangarajan,thriller
B0108,BOK_122,7,Double Cross (Vol. 1),arundhati roy,thriller
B0108,BOK_037,8,Murder on High Street,r.k. narayan,thriller
B0108,BOK_207,9,The Last Alibi (Vol. 1),r.k. narayan,thriller
B0108,BOK_069,10,The Midnight Conspiracy,j.k. rowling,thriller
B0109,B0104,1,Dreams of Mind,munshi premchand,fiction
B0109,B0069,2,The Power of Fire,munshi premchand,self help
B0109,B0058,3,Mindset for Blood,munshi premchand,self help
B0109,BOK_192,4,Monsoon Dreams (Vol. 4),r.k. narayan,fiction
B0109,BOK_272,5,Shadows of the Past (Vol. 4),r.k. narayan,fiction
B0109,B0004,6,Shadows of Story,yashpal,fiction
B0109,B0077,7,The Last Gold,yashpal,fiction
B0109,BOK_046,8,Ancient Indian Civilizations (Vol. 1),sandilyan,history
B0109,BOK_258,9,Echoes of Betrayal (Vol. 4),agatha christie,thriller
B0109,BOK_006,10,The Legend of Trishanku,dan brown,fantasy
B0110,B0084,1,The Last Moon,malcolm gladwell,fiction
B0110,B0164,2,The Silent Night,malcolm gladwell,thriller
B0110,B0231,3,Scale Up Fire,malcolm gladwell,business
B0110,B0208,4,Mindset for Secret,malcolm gladwell,self help
B0110,B0057,5,Data and Mind,malcolm gladwell,technology
B0110,B0126,6,The Digital Legend,malcolm gladwell,technology
B0110,B0066,7,Unbroken Path,malcolm gladwell,biography
B0110,BOK_275,8,A River's Tale (Vol. 2),j.k. rowling,fiction
B0110,B0128,9,Echoes from Mind,amish tripathi,fiction
B0110,B0227,10,Beyond the World,amish tripathi,fiction
B0111,B0233,1,The Lost Dawn,kamala das,fiction
B0111,B0038,2,Hidden Truth Heart,kamala das,thriller
B0111,B0015,3,The Enchanted Dreams,kamala das,0
B0111,B0019,4,The Silent Rain,kamala das,thriller
B0111,B0154,5,The Missing River,kamala das,mystery
B0111,B0238,6,Realm of Silence,kamala das,fantasy
B0111,B0169,7,Fall of Dreams,kamala das,history
B0111,B0211,8,Habits of River,kamala das,self help
B0111,BOK_143,9,The God of Small Things (Vol. 2),sandilyan,fiction
B0111,B0083,10,The Missing Way,o. v. vijayan,mystery
B0112,B0285,1,Shadows of World,yandamoori veerendranath,fiction
B0112,B0011,2,Clues to Legend,yandamoori veerendranath,mystery
B0112,B0062,3,Echoes from Dreams,yandamoori veerendranath,fiction
B0112,B0028,4,Deadly Game Moon,yandamoori veerendranath,thriller
B0112,B0250,5,The Promise Rain,yandamoori veerendranath,romance
B0112,B0092,6,Mindset for Moon,ramanichandran,self help
B0112,BOK_103,7,The Daily Grind,agatha christie,self-help
B0112,B0237,8,The Art of Heart,vivek,self-help
B0112,BOK_059,9,Unlocking Your Potential,john grisham,self-help
B0112,BOK_190,10,The Calm Mind,dale carnegie,self help
B0113,B0269,1,The Making of Truth,jayakanthan,biography
B0113,B0275,2,Deadly Game Wind,jayakanthan,thriller
B0113,B0091,3,The Wizard Wind,jayakanthan,fantasy
B0113,B0016,4,Beyond the Mountain,jayakanthan,fiction
B0113,B0279,5,The Last Secret,jayakanthan,fiction
B0113,B0063,6,Hidden Truth Wind,jayakanthan,thriller
B0113,B0295,7,Heart of Path,jayakanthan,romance
B0113,B0187,8,Future of Wind,jayakanthan,technology
B0113,BOK_285,9,Playing It My Way,sandilyan,biography
B0113,B0029,10,A Life in Dreams,m. v. venkatram,biography
B0114,B0202,1,Unsolved Way,girish karnad,mystery
B0114,B0105,2,Magic of Mystery,girish karnad,fantasy
B0114,B0010,3,The Conspiracy Wind,girish karnad,thriller
B0114,B0006,4,The Promise Dreams,girish karnad,romance
B0114,B0018,5,The Wizard Night,girish karnad,fantasy
B0114,B0042,6,The Innovator Path,kuvempu,business
B0114,BOK_289,7,Zero to One Crore (Vol. 1),chetan bhagat,business
B0114,B0130,8,The Lean Dusk,u. r. ananthamurthy,business
B0114,BOK_126,9,The Corporate Ladder,stephen king,business
B0114,B0085,10,The Innovator Path,yashpal,business
B0115,B0115,1,Dark Secrets Mind,ramanichandran,thriller
B0115,B0229,2,The Conspiracy World,ramanichandran,thriller
B0115,B0052,3,Heart of Wind,ramanichandran,romance
B0115,B0168,4,The Riddle World,ramanichandran,mystery
B0115,B0248,5,Data and Story,ramanichandran,technology
B0115,B0259,6,Chronicles of Star,ramanichandran,history
B0115,B0092,7,Mindset for Moon,ramanichandran,self help
B0115,B0181,8,Dark Secrets Legend,sandilyan,thriller
B0115,BOK_153,9,The Night Crawler,sandilyan,thriller
B0115,B0063,10,Hidden Truth Wind,jayakanthan,thriller
B0116,B0020,1,The Enchanted Rain,paulo coelho,fantasy
B0116,B0098,2,Start with Why Dreams,paulo coelho,business
B0116,B0030,3,The Tech Path,durjoy datta,technology
B0116,BOK_219,4,Cloud Architectures (Vol. 2),sandilyan,technology
B0116,B0088,5,Data and Path,kuvempu,technology
B0116,B0260,6,The Digital Blood,stephen king,technology
B0116,B0035,7,Code and Story,james clear,technology
B0116,BOK_094,8,Cloud Architectures,kiran desai,technology
B0116,B0139,9,The Tech Voice,o. v. vijayan,technology
B0116,B0051,10,The Tech Wind,yashpal,technology
B0117,B0271,1,Final Hour Heart,masti venkatesha iyengar,thriller
B0117,B0225,2,Deadly Game Story,masti venkatesha iyengar,thriller
B0117,B0236,3,The Riddle Rain,masti venkatesha iyengar,mystery
B0117,B0024,4,Shadows of River,masti venkatesha iyengar,fiction
B0117,B0160,5,Chronicles of Wind,masti venkatesha iyengar,history
B0117,B0017,6,Shadows of Soul,masti venkatesha iyengar,fiction
B0117,B0143,7,Heart of Mountain,masti venkatesha iyengar,romance
B0117,B0270,8,Heart of Fire,masti venkatesha iyengar,romance
B0117,B0132,9,The Promise Star,masti venkatesha iyengar,romance
B0117,B0198,10,The Dragon Truth,masti venkatesha iyengar,fantasy
B0118,B0118,1,Echoes from Dreams,preeti shenoy,fiction
B0118,B0274,2,Rise of Truth,preeti shenoy,history
B0118,B0216,3,Shadows in Legend,preeti shenoy,mystery
B0118,B0095,4,The Last Rain,r. k. narayan,fiction
B0118,B0218,5,Dreams of Fire,r. k. narayan,fiction
B0118,B0213,6,The Last Night,r. k. narayan,fiction
B0118,B0243,7,Echoes from Soul,stephen king,fiction
B0118,B0093,8,The Lost Light,james clear,fiction
B0118,B0203,9,Beyond the Storm,ruskin bond,fiction
B0118,BOK_275,10,A River's Tale (Vol. 2),j.k. rowling,fiction
B0119,BOK_122,1,Double Cross (Vol. 1),arundhati roy,thriller
B0119,B0200,2,Forever Journey,arundhati roy,romance
B0119,BOK_038,3,The Midnight Sun (Vol. 1),arundhati roy,fiction
B0119,B0171,4,Start with Why Light,arundhati roy,business
B0119,BOK_015,5,"Love, Chai, and Everything Nice",arundhati roy,romance
B0119,BOK_209,6,The Half Girlfriend Journey (Vol. 2),arundhati roy,romance
B0119,BOK_071,7,Prophecy of the Stars,arundhati roy,fantasy
B0119,BOK_079,8,Frugal Innovation,arundhati roy,business
B0119,BOK_072,9,The Art of Thinking Clearly,arundhati roy,self-help
B0119,B0096,10,Final Hour Secret,amish tripathi,thriller
B0120,BOK_279,1,The Mystery of Royapuram (Vol. 4),amish tripathi,mystery
B0120,B0128,2,Echoes from Mind,amish tripathi,fiction
B0120,B0227,3,Beyond the World,amish tripathi,fiction
B0120,B0163,4,Zero to One Way,amish tripathi,business
B0120,B0096,5,Final Hour Secret,amish tripathi,thriller
B0120,BOK_205,6,The Golden Threshold (Vol. 2),amish tripathi,fiction
B0120,B0067,7,The Life of Gold,amish tripathi,biography
B0120,B0235,8,Good to Great Storm,amish tripathi,business
B0120,B0201,9,The Life of Fire,amish tripathi,biography
B0120,B0081,10,Start with Why Moon,amish tripathi,business
B0121,B0265,1,Clues to Soul,pattukkottai prabhakar,mystery
B0121,B0249,2,Love in Mountain,pattukkottai prabhakar,romance
B0121,B0102,3,The Secret of Silence,pattukkottai prabhakar,mystery
B0121,B0157,4,Shadows in World,pattukkottai prabhakar,mystery
B0121,B0273,5,The Secret of Moon,pattukkottai prabhakar,mystery
B0121,B0014,6,The Wizard Rain,pattukkottai prabhakar,fantasy
B0121,B0296,7,Data and Voice,pattukkottai prabhakar,technology
B0121,BOK_081,8,Web of Lies (Vol. 1),r.k. narayan,thriller
B0121,B0161,9,The Conspiracy Fire,sandilyan,thriller
B0121,B0275,10,Deadly Game Wind,jayakanthan,thriller
B0122,B0277,1,Final Hour Light,rachakonda viswanatha sastriulu,thriller
B0122,B0197,2,The Riddle Fire,rachakonda viswanatha sastriulu,mystery
B0122,B0239,3,A Thousand Blood,rachakonda viswanatha sastriulu,romance
B0122,B0064,4,Zero to One Voice,rachakonda viswanatha sastriulu,business
B0122,B0289,5,Shadows of Rain,rachakonda viswanatha sastriulu,fiction
B0122,B0056,6,Shadows in Dreams,rachakonda viswanatha sastriulu,mystery
B0122,B0135,7,Clues to Night,rachakonda viswanatha sastriulu,mystery
B0122,B0220,8,Whispers of Wind,rachakonda viswanatha sastriulu,romance
B0122,B0147,9,The Enchanted Story,rachakonda viswanatha sastriulu,fantasy
B0122,B0022,10,Atomic Way,rachakonda viswanatha sastriulu,self help
B0123,B0099,1,The Dragon Fire,paul zacharia,fantasy
B0123,B0185,2,The Tech Path,paul zacharia,technology
B0123,B0031,3,Scale Up Voice,paul zacharia,business
B0123,BOK_210,4,The Assassin's Mark (Vol. 3),jeyamohan,thriller
B0123,B0032,5,Deadly Game Sun,o. v. vijayan,thriller
B0123,BOK_009,6,The Cursed Amulet,j.k. rowling,fantasy
B0123,B0054,7,Unsolved Dreams,o. v. vijayan,mystery
B0123,B0106,8,Unbroken Mind,o. v. vijayan,biography
B0123,BOK_266,9,Monsoon Dreams (Vol. 6),unknown author,fiction
B0123,BOK_193,10,Murder on High Street (Vol. 2),kiran desai,thriller
B0124,BOK_295,1,The Mango Orchard (Vol. 3),agatha christie,fiction
B0124,BOK_025,2,The Mystery of Royapuram,agatha christie,mystery
B0124,B0002,3,The Ancient Dusk,agatha christie,history
B0124,B0013,4,Forever Star,agatha christie,romance
B0124,BOK_018,5,Monsoon Dreams,agatha christie,fiction
B0124,B0244,6,The Life of Journey,agatha christie,biography
B0124,B0204,7,Start with Why Light,agatha christie,business
B0124,BOK_232,8,Beyond the Horizon (Vol. 2),agatha christie,fiction
B0124,BOK_287,9,False Identity (Vol. 1),agatha christie,thriller
B0124,BOK_296,10,Terminal Vector (Vol. 2),agatha christie,thriller
B0125,B0125,1,Habits of Storm,rajesh kumar,self help
B0125,B0074,2,Heart of Gold,rajesh kumar,romance
B0125,B0150,3,A Thousand Secret,rajesh kumar,0
B0125,B0146,4,The Lost Way,rajesh kumar,fiction
B0125,B0300,5,Chronicles of Truth,rajesh kumar,history
B0125,B0232,6,The Art of Storm,balakumaran,self help
B0125,B0092,7,Mindset for Moon,ramanichandran,self help
B0125,B0068,8,The Art of Rain,m. v. venkatram,self help
B0125,B0070,9,Habits of Blood,m. v. venkatram,self-help
B0125,B0237,10,The Art of Heart,vivek,self-help
B0126,B0126,1,The Digital Legend,malcolm gladwell,technology
B0126,B0066,2,Unbroken Path,malcolm gladwell,biography
B0126,B0084,3,The Last Moon,malcolm gladwell,fiction
B0126,B0110,4,Echoes from Fire,malcolm gladwell,fiction
B0126,B0164,5,The Silent Night,malcolm gladwell,thriller
B0126,B0231,6,Scale Up Fire,malcolm gladwell,business
B0126,B0208,7,Mindset for Secret,malcolm gladwell,self help
B0126,B0260,8,The Digital Blood,stephen king,technology
B0126,B0035,9,Code and Story,james clear,technology
B0126,BOK_094,10,Cloud Architectures,kiran desai,technology
B0127,B0093,1,The Lost Light,james clear,fiction
B0127,B0035,2,Code and Story,james clear,technology
B0127,B0280,3,Unbroken Storm,james clear,biography
B0127,BOK_148,4,Echoes of Betrayal (Vol. 3),james clear,thriller
B0127,BOK_150,5,Terminal Vector (Vol. 1),james clear,thriller
B0127,B0026,6,The Great Silence,james clear,history
B0127,BOK_188,7,Monsoon Dreams (Vol. 3),james clear,fiction
B0127,BOK_138,8,The Hunt for Red October (Vol. 2),james clear,thriller
B0127,BOK_073,9,The Last Letter (Vol. 2),james clear,fiction
B0127,BOK_166,10,The Madurai Murders (Vol. 1),james clear,mystery
B0128,B0227,1,Beyond the World,amish tripathi,fiction
B0128,BOK_205,2,The Golden Threshold (Vol. 2),amish tripathi,fiction
B0128,B0120,3,The Riddle Mind,amish tripathi,mystery
B0128,B0163,4,Zero to One Way,amish tripathi,business
B0128,BOK_070,5,Life in a Metro (Vol. 1),amish tripathi,fiction
B0128,B0096,6,Final Hour Secret,amish tripathi,thriller
B0128,B0067,7,The Life of Gold,amish tripathi,biography
B0128,BOK_279,8,The Mystery of Royapuram (Vol. 4),amish tripathi,mystery
B0128,B0235,9,Good to Great Storm,amish tripathi,business
B0128,B0201,10,The Life of Fire,amish tripathi,biography
B0129,B0089,1,The Riddle Storm,harivansh rai bachchan,mystery
B0129,B0205,2,Beyond the Mystery,harivansh rai bachchan,fiction
B0129,B0288,3,Forgotten Mystery,harivansh rai bachchan,history
B0129,B0215,4,Forever Blood,yashpal,romance
B0129,BOK_142,5,Stars in Your Eyes (Vol. 1),chetan bhagat,romance
B0129,BOK_224,6,Stars in Your Eyes (Vol. 3),r.k. narayan,romance
B0129,BOK_086,7,A Summer in Ooty,yuval noah harari,romance
B0129,B0051,8,The Tech Wind,yashpal,technology
B0129,B0085,9,The Innovator Path,yashpal,business
B0129,B0166,10,Think and Storm,yashpal,self help
B0130,B0152,1,The Conspiracy World,u. r. ananthamurthy,thriller
B0130,B0286,2,Dark Secrets River,u. r. ananthamurthy,thriller
B0130,B0223,3,AI Revolution Dreams,u. r. ananthamurthy,technology
B0130,B0221,4,Unbroken Soul,u. r. ananthamurthy,biography
B0130,BOK_126,5,The Corporate Ladder,stephen king,business
B0130,B0042,6,The Innovator Path,kuvempu,business
B0130,BOK_098,7,Scale Up (Vol. 1),ken follett,business
B0130,BOK_289,8,Zero to One Crore (Vol. 1),chetan bhagat,business
B0130,BOK_079,9,Frugal Innovation,arundhati roy,business
B0130,B0235,10,Good to Great Storm,amish tripathi,business
B0131,B0036,1,Dark Secrets Mountain,gudipati venkatachalam,thriller
B0131,B0167,2,The Conspiracy Story,gudipati venkatachalam,thriller
B0131,B0246,3,The Secret of Dusk,gudipati venkatachalam,mystery
B0131,B0047,4,Kingdom of Voice,gudipati venkatachalam,fantasy
B0131,B0007,5,My Journey World,gudipati venkatachalam,biography
B0131,B0190,6,A Life in Dreams,gudipati venkatachalam,biography
B0131,B0254,7,The Life of Sun,gudipati venkatachalam,biography
B0131,B0134,8,Beyond the Mystery,gudipati venkatachalam,fiction
B0131,B0262,9,The Lost Storm,gudipati venkatachalam,fiction
B0131,B0180,10,Good to Great Wind,gudipati venkatachalam,business
B0132,B0143,1,Heart of Mountain,masti venkatesha iyengar,romance
B0132,B0270,2,Heart of Fire,masti venkatesha iyengar,romance
B0132,B0017,3,Shadows of Soul,masti venkatesha iyengar,fiction
B0132,B0225,4,Deadly Game Story,masti venkatesha iyengar,thriller
B0132,B0198,5,The Dragon Truth,masti venkatesha iyengar,fantasy
B0132,B0024,6,Shadows of River,masti venkatesha iyengar,fiction
B0132,B0117,7,Final Hour Path,masti venkatesha iyengar,thriller
B0132,B0271,8,Final Hour Heart,masti venkatesha iyengar,thriller
B0132,B0236,9,The Riddle Rain,masti venkatesha iyengar,mystery
B0132,B0160,10,Chronicles of Wind,masti venkatesha iyengar,history
B0133,B0217,1,Echoes from River,subha,fiction
B0133,B0219,2,Clues to Mind,subha,mystery
B0133,B0299,3,The Making of Rain,subha,biography
B0133,B0182,4,The Enchanted Voice,subha,fantasy
B0133,B0170,5,Unbroken Blood,subha,biography
B0133,BOK_014,6,The Midnight Sun,jeyamohan,fiction
B0133,BOK_070,7,Life in a Metro (Vol. 1),amish tripathi,fiction
B0133,BOK_156,8,The God of Small Things (Vol. 3),dan brown,fiction
B0133,BOK_229,9,The Inheritance of Loss (Vol. 3),dan brown,fiction
B0133,BOK_129,10,Echoes of Silence (Vol. 1),anita desai,fiction
B0134,B0262,1,The Lost Storm,gudipati venkatachalam,fiction
B0134,B0036,2,Dark Secrets Mountain,gudipati venkatachalam,thriller
B0134,B0180,3,Good to Great Wind,gudipati venkatachalam,business
B0134,B0167,4,The Conspiracy Story,gudipati venkatachalam,thriller
B0134,B0131,5,The Silent Story,gudipati venkatachalam,thriller
B0134,B0246,6,The Secret of Dusk,gudipati venkatachalam,mystery
B0134,B0047,7,Kingdom of Voice,gudipati venkatachalam,fantasy
B0134,B0007,8,My Journey World,gudipati venkatachalam,biography
B0134,B0190,9,A Life in Dreams,gudipati venkatachalam,biography
B0134,B0254,10,The Life of Sun,gudipati venkatachalam,biography
B0135,B0135,1,Clues to Night,rachakonda viswanatha sastriulu,mystery
B0135,B0197,2,The Riddle Fire,rachakonda viswanatha sastriulu,mystery
B0135,B0220,3,Whispers of Wind,rachakonda viswanatha sastriulu,romance
B0135,B0289,4,Shadows of Rain,rachakonda viswanatha sastriulu,fiction
B0135,B0122,5,Dark Secrets Sun,rachakonda viswanatha sastriulu,thriller
B0135,B0277,6,Final Hour Light,rachakonda viswanatha sastriulu,thriller
B0135,B0239,7,A Thousand Blood,rachakonda viswanatha sastriulu,romance
B0135,B0147,8,The Enchanted Story,rachakonda viswanatha sastriulu,fantasy
B0135,B0022,9,Atomic Way,rachakonda viswanatha sastriulu,self help
B0135,B0064,10,Zero to One Voice,rachakonda viswanatha sastriulu,business
B0136,B0165,1,Good to Great Sun,m. t. vasudevan nair,business
B0136,B0083,2,The Missing Way,o. v. vijayan,mystery
B0136,B0054,3,Unsolved Dreams,o. v. vijayan,mystery
B0136,BOK_175,4,The Lost Manuscript,george r.r. martin,mystery
B0136,BOK_282,5,Death at the Estate (Vol. 1),sidney sheldon,mystery
B0136,BOK_170,6,A Cryptic Message,shashi tharoor,mystery
B0136,B0154,7,The Missing River,kamala das,mystery
B0136,BOK_143,8,The God of Small Things (Vol. 2),sandilyan,fiction
B0136,B0261,9,The Missing Silence,sandilyan,mystery
B0136,B0247,10,Shadows in Truth,vaikom muhammad basheer,mystery
B0137,B0283,1,The Lost Rain,m. v. venkatram,fiction
B0137,B0097,2,Unsolved Moon,m. v. venkatram,mystery
B0137,B0029,3,A Life in Dreams,m. v. venkatram,biography
B0137,B0068,4,The Art of Rain,m. v. venkatram,self help
B0137,B0070,5,Habits of Blood,m. v. venkatram,self-help
B0137,B0181,6,Dark Secrets Legend,sandilyan,thriller
B0137,BOK_153,7,The Night Crawler,sandilyan,thriller
B0137,B0063,8,Hidden Truth Wind,jayakanthan,thriller
B0137,B0037,9,The Conspiracy Blood,ramanichandran,thriller
B0137,B0115,10,Dark Secrets Mind,ramanichandran,thriller
B0138,BOK_266,1,Monsoon Dreams (Vol. 6),unknown author,fiction
B0138,BOK_031,2,Blackout,unknown author,thriller
B0138,BOK_257,3,Danger Zone (Vol. 1),unknown author,thriller
B0138,BOK_297,4,The Last Letter (Vol. 6),unknown author,fiction
B0138,BOK_211,5,The Chennai Syndicate (Vol. 4),unknown author,thriller
B0138,B0230,6,Beyond the Dawn,unknown author,fiction
B0138,B0003,7,Shadows in Wind,unknown author,mystery
B0138,B0055,8,Whispers of Blood,unknown author,romance
B0138,BOK_273,9,Secrets of the Kaveri (Vol. 1),unknown author,mystery
B0138,B0039,10,Hidden Truth Mind,unknown author,thriller
B0139,B0009,1,Dark Secrets Night,o. v. vijayan,thriller
B0139,B0032,2,Deadly Game Sun,o. v. vijayan,thriller
B0139,B0083,3,The Missing Way,o. v. vijayan,mystery
B0139,B0054,4,Unsolved Dreams,o. v. vijayan,mystery
B0139,B0094,5,The Life of Mystery,o. v. vijayan,biography
B0139,B0106,6,Unbroken Mind,o. v. vijayan,biography
B0139,BOK_196,7,Algorithms and Life,john grisham,technology
B0139,B0172,8,The Digital Journey,vaikom muhammad basheer,technology
B0139,BOK_219,9,Cloud Architectures (Vol. 2),sandilyan,technology
B0139,B0088,10,Data and Path,kuvempu,technology
B0140,B0050,1,The Secret of Secret,stephen king,mystery
B0140,BOK_056,2,The Lock and Key,stephen king,mystery
B0140,B0241,3,Dreams of Journey,stephen king,fiction
B0140,B0243,4,Echoes from Soul,stephen king,fiction
B0140,B0072,5,Echoes from Way,stephen king,fiction
B0140,B0260,6,The Digital Blood,stephen king,technology
B0140,B0040,7,A Life in Rain,stephen king,biography
