transaction_id,user_id,book_id,transaction_type,transaction_date,source,interaction_weight,days_since_interaction
T00177,U0066,B0151,ebook_rental,2022-02-03,dataset_1,3,1587
T00145,U0059,B0152,ebook_rental,2022-02-04,dataset_1,3,1586
T00501,U0152,B0160,audiobook_rental,2022-02-04,dataset_1,2,1586
T00831,U0236,B0060,ebook_rental,2022-02-05,dataset_1,3,1585
T00707,U0200,B0191,ebook_rental,2022-02-05,dataset_1,3,1585
T00814,U0230,B0059,ebook_rental,2022-02-06,dataset_1,3,1584
T00981,U0270,B0084,ebook_rental,2022-02-06,dataset_1,3,1584
T00665,U0187,B0059,paperback_purchase,2022-02-07,dataset_1,5,1583
T00856,U0243,B0173,paperback_purchase,2022-02-08,dataset_1,5,1582
T01613,U0443,B0196,audiobook_rental,2022-02-09,dataset_1,2,1581
T00347,U0110,B0162,paperback_purchase,2022-02-10,dataset_1,5,1580
T00512,U0153,B0091,ebook_rental,2022-02-10,dataset_1,3,1580
T00945,U0263,B0285,audiobook_rental,2022-02-11,dataset_1,2,1579
T00104,U0042,B0270,ebook_rental,2022-02-12,dataset_1,3,1578
T01503,U0408,B0201,audiobook_rental,2022-02-13,dataset_1,2,1577
T00960,U0267,B0168,audiobook_rental,2022-02-17,dataset_1,2,1573
T01762,U0476,B0204,paperback_purchase,2022-02-17,dataset_1,5,1573
T00783,U0225,B0169,ebook_rental,2022-02-18,dataset_1,3,1572
T01649,U0453,B0110,audiobook_rental,2022-02-18,dataset_1,2,1572
T00432,U0132,B0163,ebook_rental,2022-02-19,dataset_1,3,1571
T00178,U0066,B0195,ebook_rental,2022-02-20,dataset_1,3,1570
T01048,U0287,B0286,paperback_purchase,2022-02-20,dataset_1,5,1570
T01719,U0466,B0146,ebook_rental,2022-02-22,dataset_1,3,1568
T01703,U0465,B0092,audiobook_rental,2022-02-23,dataset_1,2,1567
T00401,U0127,B0085,ebook_rental,2022-02-26,dataset_1,3,1564
T00083,U0034,B0279,audiobook_rental,2022-02-26,dataset_1,2,1564
T00082,U0034,B0203,audiobook_rental,2022-02-28,dataset_1,2,1562
T01276,U0337,B0289,ebook_rental,2022-03-02,dataset_1,3,1560
T00615,U0179,B0294,paperback_purchase,2022-03-04,dataset_1,5,1558
T01154,U0310,B0230,ebook_rental,2022-03-05,dataset_1,3,1557
T01241,U0326,B0104,audiobook_rental,2022-03-07,dataset_1,2,1555
T01334,U0354,B0196,ebook_rental,2022-03-08,dataset_1,3,1554
T01511,U0412,B0275,ebook_rental,2022-03-09,dataset_1,3,1553
T00296,U0093,B0066,ebook_rental,2022-03-11,dataset_1,3,1551
T01193,U0315,B0229,audiobook_rental,2022-03-11,dataset_1,2,1551
T00331,U0103,B0150,paperback_purchase,2022-03-11,dataset_1,5,1551
T00206,U0070,B0016,paperback_purchase,2022-03-11,dataset_1,5,1551
T00839,U0238,B0012,audiobook_rental,2022-03-12,dataset_1,2,1550
T00275,U0091,B0039,ebook_rental,2022-03-13,dataset_1,3,1549
T00241,U0080,B0237,ebook_rental,2022-03-16,dataset_1,3,1546
T01257,U0328,B0110,paperback_purchase,2022-03-17,dataset_1,5,1545
T00763,U0221,B0209,paperback_purchase,2022-03-22,dataset_1,5,1540
T00897,U0250,B0226,audiobook_rental,2022-03-22,dataset_1,2,1540
T00267,U0087,B0186,ebook_rental,2022-03-23,dataset_1,3,1539
T01099,U0298,B0203,paperback_purchase,2022-03-24,dataset_1,5,1538
T00516,U0153,B0283,ebook_rental,2022-03-24,dataset_1,3,1538
T01754,U0474,B0263,paperback_purchase,2022-03-25,dataset_1,5,1537
T00828,U0236,B0124,paperback_purchase,2022-03-25,dataset_1,5,1537
T00564,U0170,B0032,ebook_rental,2022-03-26,dataset_1,3,1536
T00860,U0243,B0023,paperback_purchase,2022-03-27,dataset_1,5,1535
T00493,U0149,B0099,ebook_rental,2022-03-27,dataset_1,3,1535
T01504,U0409,B0169,paperback_purchase,2022-03-29,dataset_1,5,1533
T00240,U0080,B0068,ebook_rental,2022-03-30,dataset_1,3,1532
T00049,U0021,B0236,paperback_purchase,2022-03-31,dataset_1,5,1531
T00143,U0058,B0199,paperback_purchase,2022-04-01,dataset_1,5,1530
T00976,U0269,B0290,paperback_purchase,2022-04-03,dataset_1,5,1528
T01688,U0463,B0207,paperback_purchase,2022-04-03,dataset_1,5,1528
T00321,U0102,B0022,ebook_rental,2022-04-05,dataset_1,3,1526
T01564,U0430,B0239,audiobook_rental,2022-04-05,dataset_1,2,1526
T00904,U0254,B0169,paperback_purchase,2022-04-06,dataset_1,5,1525
T00332,U0104,B0131,audiobook_rental,2022-04-08,dataset_1,2,1523
T00819,U0233,B0223,ebook_rental,2022-04-10,dataset_1,3,1521
T01309,U0350,B0260,audiobook_rental,2022-04-10,dataset_1,2,1521
T01580,U0432,B0130,ebook_rental,2022-04-11,dataset_1,3,1520
T00705,U0200,B0214,ebook_rental,2022-04-11,dataset_1,3,1520
T00523,U0155,B0239,ebook_rental,2022-04-12,dataset_1,3,1519
T01582,U0433,B0078,ebook_rental,2022-04-13,dataset_1,3,1518
T01266,U0335,B0257,audiobook_rental,2022-04-14,dataset_1,2,1517
T01507,U0411,B0277,audiobook_rental,2022-04-14,dataset_1,2,1517
T01545,U0424,B0169,ebook_rental,2022-04-14,dataset_1,3,1517
T01572,U0431,B0231,ebook_rental,2022-04-15,dataset_1,3,1516
T01446,U0390,B0286,audiobook_rental,2022-04-17,dataset_1,2,1514
T00983,U0270,B0225,paperback_purchase,2022-04-24,dataset_1,5,1507
T00862,U0243,B0180,ebook_rental,2022-04-24,dataset_1,3,1507
T01421,U0377,B0024,paperback_purchase,2022-04-26,dataset_1,5,1505
T00175,U0066,B0033,ebook_rental,2022-04-27,dataset_1,3,1504
T01463,U0395,B0277,ebook_rental,2022-04-30,dataset_1,3,1501
T00376,U0119,B0187,paperback_purchase,2022-05-02,dataset_1,5,1499
T01090,U0296,B0055,ebook_rental,2022-05-02,dataset_1,3,1499
T01196,U0315,B0170,audiobook_rental,2022-05-04,dataset_1,2,1497
T01729,U0467,B0136,paperback_purchase,2022-05-05,dataset_1,5,1496
T01289,U0343,B0239,paperback_purchase,2022-05-06,dataset_1,5,1495
T00530,U0158,B0167,paperback_purchase,2022-05-06,dataset_1,5,1495
T00446,U0138,B0257,audiobook_rental,2022-05-07,dataset_1,2,1494
T01838,U0499,B0069,ebook_rental,2022-05-07,dataset_1,3,1494
T01047,U0286,B0004,paperback_purchase,2022-05-09,dataset_1,5,1492
T01435,U0386,B0023,ebook_rental,2022-05-09,dataset_1,3,1492
T00804,U0228,B0279,audiobook_rental,2022-05-09,dataset_1,2,1492
T00011,U0007,B0188,ebook_rental,2022-05-12,dataset_1,3,1489
T00850,U0240,B0035,paperback_purchase,2022-05-13,dataset_1,5,1488
T00624,U0180,B0020,ebook_rental,2022-05-13,dataset_1,3,1488
T01777,U0482,B0141,ebook_rental,2022-05-15,dataset_1,3,1486
T01705,U0465,B0204,paperback_purchase,2022-05-16,dataset_1,5,1485
T01290,U0343,B0240,paperback_purchase,2022-05-24,dataset_1,5,1477
T01475,U0400,B0064,ebook_rental,2022-05-25,dataset_1,3,1476
T00692,U0198,B0230,ebook_rental,2022-05-27,dataset_1,3,1474
T00086,U0034,B0222,audiobook_rental,2022-05-27,dataset_1,2,1474
T01058,U0288,B0242,paperback_purchase,2022-05-28,dataset_1,5,1473
T00382,U0121,B0185,paperback_purchase,2022-05-30,dataset_1,5,1471
T00461,U0143,B0221,audiobook_rental,2022-05-31,dataset_1,2,1470
T01780,U0483,B0056,ebook_rental,2022-06-02,dataset_1,3,1468
T00886,U0249,B0014,audiobook_rental,2022-06-02,dataset_1,2,1468
T00334,U0105,B0194,audiobook_rental,2022-06-04,dataset_1,2,1466
T00220,U0073,B0285,paperback_purchase,2022-06-06,dataset_1,5,1464
T00475,U0145,B0180,paperback_purchase,2022-06-06,dataset_1,5,1464
T00591,U0176,B0279,audiobook_rental,2022-06-07,dataset_1,2,1463
T00018,U0010,B0257,ebook_rental,2022-06-08,dataset_1,3,1462
T01330,U0353,B0007,audiobook_rental,2022-06-10,dataset_1,2,1460
T01801,U0489,B0101,ebook_rental,2022-06-10,dataset_1,3,1460
T01053,U0287,B0160,paperback_purchase,2022-06-10,dataset_1,5,1460
T01553,U0424,B0067,ebook_rental,2022-06-12,dataset_1,3,1458
T00827,U0236,B0163,paperback_purchase,2022-06-12,dataset_1,5,1458
T01823,U0495,B0014,audiobook_rental,2022-06-13,dataset_1,2,1457
T00194,U0068,B0221,paperback_purchase,2022-06-14,dataset_1,5,1456
T01624,U0448,B0104,ebook_rental,2022-06-15,dataset_1,3,1455
T01173,U0311,B0205,paperback_purchase,2022-06-16,dataset_1,5,1454
T00753,U0216,B0031,ebook_rental,2022-06-16,dataset_1,3,1454
T00387,U0122,B0041,ebook_rental,2022-06-17,dataset_1,3,1453
T00463,U0143,B0067,audiobook_rental,2022-06-17,dataset_1,2,1453
T01272,U0335,B0269,ebook_rental,2022-06-18,dataset_1,3,1452
T00414,U0129,B0027,ebook_rental,2022-06-19,dataset_1,3,1451
T00144,U0058,B0134,audiobook_rental,2022-06-21,dataset_1,2,1449
T00268,U0088,B0145,ebook_rental,2022-06-22,dataset_1,3,1448
T00355,U0113,B0027,ebook_rental,2022-06-23,dataset_1,3,1447
T01030,U0283,B0074,paperback_purchase,2022-06-25,dataset_1,5,1445
T00683,U0195,B0124,paperback_purchase,2022-06-27,dataset_1,5,1443
T00978,U0270,B0179,audiobook_rental,2022-06-28,dataset_1,2,1442
T00470,U0144,B0192,paperback_purchase,2022-06-29,dataset_1,5,1441
T00999,U0275,B0050,ebook_rental,2022-06-30,dataset_1,3,1440
T00438,U0133,B0220,paperback_purchase,2022-06-30,dataset_1,5,1440
T01230,U0323,B0040,audiobook_rental,2022-07-02,dataset_1,2,1438
T00864,U0244,B0036,ebook_rental,2022-07-02,dataset_1,3,1438
T00638,U0183,B0071,paperback_purchase,2022-07-03,dataset_1,5,1437
T01759,U0474,B0261,ebook_rental,2022-07-03,dataset_1,3,1437
T01078,U0293,B0167,ebook_rental,2022-07-03,dataset_1,3,1437
T00091,U0038,B0042,ebook_rental,2022-07-03,dataset_1,3,1437
T01802,U0489,B0146,ebook_rental,2022-07-04,dataset_1,3,1436
T00133,U0052,B0282,audiobook_rental,2022-07-05,dataset_1,2,1435
T01002,U0275,B0098,ebook_rental,2022-07-05,dataset_1,3,1435
T01795,U0489,B0194,ebook_rental,2022-07-06,dataset_1,3,1434
T00453,U0142,B0082,audiobook_rental,2022-07-08,dataset_1,2,1432
T01351,U0361,B0078,ebook_rental,2022-07-09,dataset_1,3,1431
T00295,U0093,B0080,ebook_rental,2022-07-09,dataset_1,3,1431
T01424,U0379,B0042,paperback_purchase,2022-07-09,dataset_1,5,1431
T00223,U0075,B0135,ebook_rental,2022-07-09,dataset_1,3,1431
T00146,U0060,B0211,ebook_rental,2022-07-10,dataset_1,3,1430
T00742,U0215,B0069,paperback_purchase,2022-07-10,dataset_1,5,1430
T01137,U0308,B0193,paperback_purchase,2022-07-12,dataset_1,5,1428
T01042,U0284,B0061,paperback_purchase,2022-07-12,dataset_1,5,1428
T01103,U0299,B0148,audiobook_rental,2022-07-13,dataset_1,2,1427
T00662,U0187,B0130,paperback_purchase,2022-07-13,dataset_1,5,1427
T00287,U0092,B0236,ebook_rental,2022-07-15,dataset_1,3,1425
T00265,U0085,B0191,paperback_purchase,2022-07-16,dataset_1,5,1424
T01629,U0449,B0111,audiobook_rental,2022-07-17,dataset_1,2,1423
T01080,U0293,B0246,paperback_purchase,2022-07-17,dataset_1,5,1423
T01773,U0481,B0118,paperback_purchase,2022-07-18,dataset_1,5,1422
T00771,U0221,B0265,ebook_rental,2022-07-18,dataset_1,3,1422
T00199,U0069,B0283,paperback_purchase,2022-07-18,dataset_1,5,1422
T01347,U0359,B0039,audiobook_rental,2022-07-20,dataset_1,2,1420
T01214,U0319,B0243,paperback_purchase,2022-07-20,dataset_1,5,1420
T00280,U0091,B0146,ebook_rental,2022-07-21,dataset_1,3,1419
T01131,U0307,B0154,ebook_rental,2022-07-23,dataset_1,3,1417
T00340,U0110,B0115,ebook_rental,2022-07-25,dataset_1,3,1415
T00679,U0191,B0265,audiobook_rental,2022-07-26,dataset_1,2,1414
T00583,U0174,B0034,ebook_rental,2022-07-31,dataset_1,3,1409
T00322,U0102,B0250,ebook_rental,2022-07-31,dataset_1,3,1409
T00892,U0249,B0243,audiobook_rental,2022-07-31,dataset_1,2,1409
T01262,U0331,B0199,ebook_rental,2022-08-01,dataset_1,3,1408
T01478,U0401,B0225,ebook_rental,2022-08-01,dataset_1,3,1408
T01510,U0412,B0142,ebook_rental,2022-08-04,dataset_1,3,1405
T01259,U0329,B0237,audiobook_rental,2022-08-05,dataset_1,2,1404
T00580,U0174,B0288,paperback_purchase,2022-08-06,dataset_1,5,1403
T01819,U0495,B0237,paperback_purchase,2022-08-06,dataset_1,5,1403
T01620,U0448,B0104,paperback_purchase,2022-08-06,dataset_1,5,1403
T01046,U0286,B0104,paperback_purchase,2022-08-07,dataset_1,5,1402
T01302,U0349,B0182,ebook_rental,2022-08-08,dataset_1,3,1401
T00719,U0202,B0031,ebook_rental,2022-08-08,dataset_1,3,1401
T00339,U0110,B0043,paperback_purchase,2022-08-08,dataset_1,5,1401
T00317,U0101,B0179,ebook_rental,2022-08-13,dataset_1,3,1396
T01443,U0390,B0236,audiobook_rental,2022-08-14,dataset_1,2,1395
T01490,U0405,B0172,ebook_rental,2022-08-15,dataset_1,3,1394
T00342,U0110,B0216,audiobook_rental,2022-08-16,dataset_1,2,1393
T00835,U0236,B0007,ebook_rental,2022-08-16,dataset_1,3,1393
T00953,U0265,B0236,paperback_purchase,2022-08-18,dataset_1,5,1391
T01029,U0282,B0169,audiobook_rental,2022-08-18,dataset_1,2,1391
T01200,U0316,B0112,audiobook_rental,2022-08-19,dataset_1,2,1390
T00110,U0046,B0089,ebook_rental,2022-08-20,dataset_1,3,1389
T01014,U0278,B0215,paperback_purchase,2022-08-20,dataset_1,5,1389
T00155,U0061,B0181,audiobook_rental,2022-08-20,dataset_1,2,1389
T00428,U0132,B0203,ebook_rental,2022-08-21,dataset_1,3,1388
T01440,U0389,B0067,paperback_purchase,2022-08-23,dataset_1,5,1386
T00649,U0184,B0019,ebook_rental,2022-08-26,dataset_1,3,1383
T01000,U0275,B0253,ebook_rental,2022-08-26,dataset_1,3,1383
T01423,U0379,B0252,paperback_purchase,2022-08-27,dataset_1,5,1382
T01332,U0354,B0111,ebook_rental,2022-08-27,dataset_1,3,1382
T00330,U0102,B0289,ebook_rental,2022-08-28,dataset_1,3,1381
T00739,U0213,B0075,ebook_rental,2022-08-28,dataset_1,3,1381
T01070,U0291,B0128,audiobook_rental,2022-08-28,dataset_1,2,1381
T01177,U0312,B0165,audiobook_rental,2022-08-30,dataset_1,2,1379
T01681,U0461,B0277,paperback_purchase,2022-09-01,dataset_1,5,1377
T00656,U0185,B0039,audiobook_rental,2022-09-01,dataset_1,2,1377
T00721,U0202,B0276,ebook_rental,2022-09-01,dataset_1,3,1377
T01216,U0319,B0054,ebook_rental,2022-09-02,dataset_1,3,1376
T00894,U0249,B0095,paperback_purchase,2022-09-03,dataset_1,5,1375
T00808,U0229,B0122,ebook_rental,2022-09-05,dataset_1,3,1373
T01186,U0313,B0268,audiobook_rental,2022-09-06,dataset_1,2,1372
T01155,U0310,B0230,ebook_rental,2022-09-06,dataset_1,3,1372
T01372,U0367,B0136,paperback_purchase,2022-09-07,dataset_1,5,1371
T01244,U0326,B0051,audiobook_rental,2022-09-07,dataset_1,2,1371
T01778,U0483,B0253,ebook_rental,2022-09-08,dataset_1,3,1370
T01194,U0315,B0170,paperback_purchase,2022-09-08,dataset_1,5,1370
T00972,U0269,B0293,paperback_purchase,2022-09-08,dataset_1,5,1370
T01822,U0495,B0297,audiobook_rental,2022-09-09,dataset_1,2,1369
T01716,U0466,B0187,paperback_purchase,2022-09-10,dataset_1,5,1368
T00838,U0237,B0017,paperback_purchase,2022-09-11,dataset_1,5,1367
T00324,U0102,B0214,ebook_rental,2022-09-13,dataset_1,3,1365
T00164,U0064,B0132,paperback_purchase,2022-09-13,dataset_1,5,1365
T01210,U0318,B0164,audiobook_rental,2022-09-18,dataset_1,2,1360
T00211,U0072,B0076,ebook_rental,2022-09-18,dataset_1,3,1360
T00290,U0093,B0288,ebook_rental,2022-09-18,dataset_1,3,1360
T01308,U0350,B0264,ebook_rental,2022-09-23,dataset_1,3,1355
T00302,U0097,B0094,ebook_rental,2022-09-24,dataset_1,3,1354
T00729,U0205,B0009,paperback_purchase,2022-09-25,dataset_1,5,1353
T01065,U0288,B0058,paperback_purchase,2022-09-27,dataset_1,5,1351
T01143,U0309,B0067,ebook_rental,2022-09-28,dataset_1,3,1350
T01009,U0276,B0203,ebook_rental,2022-09-29,dataset_1,3,1349
T01418,U0376,B0110,ebook_rental,2022-09-30,dataset_1,3,1348
T01111,U0299,B0253,audiobook_rental,2022-10-03,dataset_1,2,1345
T01089,U0295,B0206,ebook_rental,2022-10-05,dataset_1,3,1343
T00458,U0142,B0113,audiobook_rental,2022-10-07,dataset_1,2,1341
T00255,U0084,B0061,ebook_rental,2022-10-09,dataset_1,3,1339
T00276,U0091,B0133,audiobook_rental,2022-10-11,dataset_1,2,1337
T01598,U0437,B0194,ebook_rental,2022-10-11,dataset_1,3,1337
T01148,U0309,B0100,ebook_rental,2022-10-11,dataset_1,3,1337
T00938,U0261,B0154,audiobook_rental,2022-10-11,dataset_1,2,1337
T00730,U0206,B0193,paperback_purchase,2022-10-12,dataset_1,5,1336
T00362,U0113,B0287,ebook_rental,2022-10-13,dataset_1,3,1335
T01086,U0295,B0102,ebook_rental,2022-10-14,dataset_1,3,1334
T00621,U0180,B0212,ebook_rental,2022-10-20,dataset_1,3,1328
T00684,U0196,B0164,paperback_purchase,2022-10-21,dataset_1,5,1327
T00127,U0052,B0008,audiobook_rental,2022-10-21,dataset_1,2,1327
T00363,U0113,B0246,ebook_rental,2022-10-22,dataset_1,3,1326
T00343,U0110,B0100,audiobook_rental,2022-10-22,dataset_1,2,1326
T01141,U0309,B0089,audiobook_rental,2022-10-23,dataset_1,2,1325
T00114,U0046,B0205,paperback_purchase,2022-10-24,dataset_1,5,1324
T00670,U0189,B0134,ebook_rental,2022-10-25,dataset_1,3,1323
T01591,U0435,B0099,ebook_rental,2022-10-28,dataset_1,3,1320
T00051,U0021,B0265,audiobook_rental,2022-10-28,dataset_1,2,1320
T00765,U0221,B0237,ebook_rental,2022-10-29,dataset_1,3,1319
T00195,U0069,B0287,paperback_purchase,2022-10-29,dataset_1,5,1319
T01516,U0412,B0123,ebook_rental,2022-10-31,dataset_1,3,1317
T01652,U0455,B0129,paperback_purchase,2022-11-01,dataset_1,5,1316
T01164,U0311,B0288,paperback_purchase,2022-11-02,dataset_1,5,1315
T00873,U0245,B0010,ebook_rental,2022-11-02,dataset_1,3,1315
T00514,U0153,B0137,ebook_rental,2022-11-03,dataset_1,3,1314
T00785,U0225,B0032,ebook_rental,2022-11-03,dataset_1,3,1314
T01836,U0498,B0160,ebook_rental,2022-11-04,dataset_1,3,1313
T00424,U0132,B0281,paperback_purchase,2022-11-04,dataset_1,5,1313
T00916,U0255,B0253,paperback_purchase,2022-11-05,dataset_1,5,1312
T00378,U0120,B0088,ebook_rental,2022-11-05,dataset_1,3,1312
T00788,U0225,B0275,paperback_purchase,2022-11-07,dataset_1,5,1310
T01066,U0289,B0142,paperback_purchase,2022-11-12,dataset_1,5,1305
T00764,U0221,B0073,audiobook_rental,2022-11-15,dataset_1,2,1302
T00217,U0072,B0154,ebook_rental,2022-11-15,dataset_1,3,1302
T00344,U0110,B0159,paperback_purchase,2022-11-16,dataset_1,5,1301
T00648,U0184,B0211,ebook_rental,2022-11-18,dataset_1,3,1299
T00726,U0203,B0238,paperback_purchase,2022-11-19,dataset_1,5,1298
T00449,U0140,B0146,ebook_rental,2022-11-20,dataset_1,3,1297
T00574,U0173,B0227,ebook_rental,2022-11-23,dataset_1,3,1294
T01794,U0489,B0283,ebook_rental,2022-11-23,dataset_1,3,1294
T01204,U0316,B0064,paperback_purchase,2022-11-26,dataset_1,5,1291
T01671,U0458,B0169,audiobook_rental,2022-11-28,dataset_1,2,1289
T00271,U0089,B0092,audiobook_rental,2022-11-28,dataset_1,2,1289
T01741,U0471,B0200,paperback_purchase,2022-11-28,dataset_1,5,1289
T01547,U0424,B0040,paperback_purchase,2022-11-29,dataset_1,5,1288
T00813,U0230,B0171,ebook_rental,2022-11-30,dataset_1,3,1287
T01381,U0371,B0223,paperback_purchase,2022-12-02,dataset_1,5,1285
T01835,U0497,B0066,paperback_purchase,2022-12-04,dataset_1,5,1283
T01636,U0451,B0044,ebook_rental,2022-12-06,dataset_1,3,1281
T01087,U0295,B0168,ebook_rental,2022-12-06,dataset_1,3,1281
T00301,U0097,B0094,ebook_rental,2022-12-07,dataset_1,3,1280
T00520,U0153,B0188,ebook_rental,2022-12-07,dataset_1,3,1280
T00176,U0066,B0159,audiobook_rental,2022-12-07,dataset_1,2,1280
T01075,U0293,B0056,paperback_purchase,2022-12-08,dataset_1,5,1279
T00026,U0012,B0076,ebook_rental,2022-12-11,dataset_1,3,1276
T01708,U0465,B0226,audiobook_rental,2022-12-12,dataset_1,2,1275
T01524,U0415,B0125,ebook_rental,2022-12-13,dataset_1,3,1274
T00561,U0169,B0172,audiobook_rental,2022-12-13,dataset_1,2,1274
T00251,U0083,B0019,audiobook_rental,2022-12-16,dataset_1,2,1271
T01501,U0408,B0218,ebook_rental,2022-12-19,dataset_1,3,1268
T00003,U0001,B0101,ebook_rental,2022-12-19,dataset_1,3,1268
T01540,U0421,B0297,audiobook_rental,2022-12-21,dataset_1,2,1266
T01493,U0407,B0096,ebook_rental,2022-12-21,dataset_1,3,1266
T00483,U0147,B0117,paperback_purchase,2022-12-22,dataset_1,5,1265
T00554,U0166,B0068,paperback_purchase,2022-12-22,dataset_1,5,1265
T01036,U0283,B0233,ebook_rental,2022-12-22,dataset_1,3,1265
T00989,U0271,B0197,paperback_purchase,2022-12-22,dataset_1,5,1265
T00632,U0182,B0038,ebook_rental,2022-12-24,dataset_1,3,1263
T01714,U0466,B0116,ebook_rental,2022-12-26,dataset_1,3,1261
T01201,U0316,B0064,ebook_rental,2022-12-27,dataset_1,3,1260
T00096,U0038,B0160,ebook_rental,2022-12-29,dataset_1,3,1258
T01567,U0431,B0282,paperback_purchase,2023-01-01,dataset_1,5,1255
T01219,U0320,B0075,audiobook_rental,2023-01-01,dataset_1,2,1255
T00934,U0259,B0178,ebook_rental,2023-01-06,dataset_1,3,1250
T00538,U0160,B0252,paperback_purchase,2023-01-06,dataset_1,5,1250
T00868,U0245,B0289,audiobook_rental,2023-01-07,dataset_1,2,1249
T01312,U0350,B0021,paperback_purchase,2023-01-11,dataset_1,5,1245
T00543,U0163,B0239,audiobook_rental,2023-01-13,dataset_1,2,1243
T01659,U0457,B0130,audiobook_rental,2023-01-14,dataset_1,2,1242
T01651,U0454,B0077,audiobook_rental,2023-01-14,dataset_1,2,1242
T00982,U0270,B0179,ebook_rental,2023-01-16,dataset_1,3,1240
T00637,U0183,B0210,ebook_rental,2023-01-16,dataset_1,3,1240
T00485,U0147,B0298,audiobook_rental,2023-01-17,dataset_1,2,1239
T00825,U0236,B0171,ebook_rental,2023-01-17,dataset_1,3,1239
T01647,U0453,B0227,paperback_purchase,2023-01-19,dataset_1,5,1237
T00080,U0034,B0114,audiobook_rental,2023-01-20,dataset_1,2,1236
T01370,U0367,B0032,paperback_purchase,2023-01-21,dataset_1,5,1235
T00820,U0233,B0165,paperback_purchase,2023-01-22,dataset_1,5,1234
T00524,U0155,B0214,ebook_rental,2023-01-22,dataset_1,3,1234
T01486,U0403,B0064,paperback_purchase,2023-01-22,dataset_1,5,1234
T01833,U0497,B0030,paperback_purchase,2023-01-24,dataset_1,5,1232
T00040,U0019,B0070,paperback_purchase,2023-01-24,dataset_1,5,1232
T00137,U0053,B0057,paperback_purchase,2023-01-25,dataset_1,5,1231
T01502,U0408,B0155,paperback_purchase,2023-01-26,dataset_1,5,1230
T01739,U0471,B0200,ebook_rental,2023-01-27,dataset_1,3,1229
T01774,U0481,B0137,ebook_rental,2023-01-30,dataset_1,3,1226
T01083,U0295,B0156,paperback_purchase,2023-01-31,dataset_1,5,1225
T00668,U0189,B0228,paperback_purchase,2023-01-31,dataset_1,5,1225
T01263,U0332,B0259,audiobook_rental,2023-02-01,dataset_1,2,1224
T01142,U0309,B0089,ebook_rental,2023-02-01,dataset_1,3,1224
T01382,U0371,B0010,audiobook_rental,2023-02-03,dataset_1,2,1222
T00052,U0021,B0120,audiobook_rental,2023-02-04,dataset_1,2,1221
T01223,U0321,B0248,audiobook_rental,2023-02-05,dataset_1,2,1220
T01082,U0295,B0206,ebook_rental,2023-02-05,dataset_1,3,1220
T01394,U0373,B0054,ebook_rental,2023-02-05,dataset_1,3,1220
T01162,U0311,B0186,audiobook_rental,2023-02-05,dataset_1,2,1220
T00381,U0121,B0276,ebook_rental,2023-02-05,dataset_1,3,1220
T01792,U0487,B0195,paperback_purchase,2023-02-08,dataset_1,5,1217
TXN_01107,USR_221,BOK_179,paperback_purchase,2023-02-09,dataset_2,5,1216
T01301,U0349,B0075,ebook_rental,2023-02-10,dataset_1,3,1215
T00191,U0067,B0071,paperback_purchase,2023-02-12,dataset_1,5,1213
T01454,U0394,B0192,audiobook_rental,2023-02-13,dataset_1,2,1212
T01377,U0370,B0210,paperback_purchase,2023-02-15,dataset_1,5,1210
T01180,U0313,B0056,audiobook_rental,2023-02-15,dataset_1,2,1210
T01638,U0451,B0207,audiobook_rental,2023-02-15,dataset_1,2,1210
T00557,U0167,B0084,audiobook_rental,2023-02-16,dataset_1,2,1209
T01670,U0458,B0119,ebook_rental,2023-02-20,dataset_1,3,1205
T00556,U0167,B0140,paperback_purchase,2023-02-21,dataset_1,5,1204
T00439,U0134,B0152,audiobook_rental,2023-02-21,dataset_1,2,1204
T00513,U0153,B0226,ebook_rental,2023-02-22,dataset_1,3,1203
TXN_00347,USR_150,BOK_110,paperback_purchase,2023-02-22,dataset_2,5,1203
T01359,U0364,B0141,audiobook_rental,2023-02-22,dataset_1,2,1203
T01577,U0432,B0237,paperback_purchase,2023-02-23,dataset_1,5,1202
T01717,U0466,B0090,paperback_purchase,2023-02-25,dataset_1,5,1200
T00912,U0254,B0169,ebook_rental,2023-02-27,dataset_1,3,1198
T00532,U0158,B0047,audiobook_rental,2023-02-28,dataset_1,2,1197
T01785,U0483,B0167,ebook_rental,2023-03-01,dataset_1,3,1196
T01562,U0429,B0213,ebook_rental,2023-03-02,dataset_1,3,1195
T00586,U0175,B0194,audiobook_rental,2023-03-03,dataset_1,2,1194
T00433,U0132,B0019,paperback_purchase,2023-03-03,dataset_1,5,1194
T01603,U0438,B0146,paperback_purchase,2023-03-03,dataset_1,5,1194
T01189,U0313,B0173,paperback_purchase,2023-03-05,dataset_1,5,1192
T01108,U0299,B0220,audiobook_rental,2023-03-06,dataset_1,2,1191
T00299,U0096,B0188,ebook_rental,2023-03-06,dataset_1,3,1191
T01724,U0467,B0106,paperback_purchase,2023-03-06,dataset_1,5,1191
T00285,U0092,B0292,ebook_rental,2023-03-07,dataset_1,3,1190
T01637,U0451,B0042,ebook_rental,2023-03-08,dataset_1,3,1189
TXN_01190,USR_247,BOK_245,audiobook_rental,2023-03-09,dataset_2,2,1188
T00361,U0113,B0252,ebook_rental,2023-03-09,dataset_1,3,1188
T00156,U0062,B0270,ebook_rental,2023-03-09,dataset_1,3,1188
T01041,U0283,B0019,ebook_rental,2023-03-11,dataset_1,3,1186
